Район,Наименование организации,Сокращенное наименование,Адрес,Руководитель,Телефон,Факс,Электронная почта,Муниципальное образование,ИНН,ОГРН,Примечание
Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 603 Фрунзенского района Санкт-Петербурга,ГБОУ СОШ №603 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Малая Балканская, дом 60, корпус 3, литер А",Саблина Анна Алексеевна,+7(812) 778-01-65,+7(812) 778-44-26,info.sch603@obr.gov.spb.ru,75,7816164567,1037835045258,
Фрунзенский,Государственное бюджетное общеобразовательное учреждение школа-интернат  № 37 Фрунзенского района Санкт-Петербурга,ГБОУ школа-интернат №37 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, улица Турку, дом 16, литер А",Орлова Ольга Анатольевна,+7(812) 417-60-58,+7(812) 417-60-58,info.sch37@obr.gov.spb.ru,72,7816157231,1027807997722,
Фрунзенский,Государственное бюджетное общеобразовательное учреждение школа № 153 Фрунзенского района Санкт-Петербурга,ГБОУ школа №153 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург, проспект Лиговский, дом 153, литера А",Русакова Светлана Дмитриевна,+7(812) 766-55-01,+7(812) 766-22-10,info.sch153@obr.gov.spb.ru,Волковское,7816164461,1027807992761,
Фрунзенский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 492 Фрунзенского района Санкт-Петербурга,ГБОУ школа № 492 Фрунзенского района Санкт-Петербурга,"Санкт-Петербург , улица Димитрова ул, дом 39, корпус 4, строение 1",Воронова Алла Владимировна,8(812) 246-29-61,8(812) 246-29-61,info.sch492@obr.gov.spb.ru,75,7816677880,1187847210935,
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №418 Кронштадтского района Санкт-Петербурга,ГБОУ СОШ №418 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Станюковича, дом 4, литера А",Воробьев Альберт Владимирович,+7 (812) 439 01 27,+7 (812) 439 01 27,school418@yandex.ru,г.Кронштадт,7818010883,1027808866580,
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №422 Кронштадтского района Санкт-Петербурга,ГБОУ СОШ №422 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, проспект Ленина, дом 6, литера А",Богданова Ольга Николаевна,+7 (812) 417 57 13,+7 (812) 417 57 13,gou422@mail.ru,г.Кронштадт,7818010890,1027808867052,
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №423 Кронштадтского района Санкт-Петербурга,ГБОУ школа №423 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, площадь Рошаля, дом 4/11, литера А",Рыкина Светлана Александровна,+7 (812) 417 61 60,+7 (812) 417 61 62,gou423@yandex.ru,г.Кронштадт,7818010900,1027808867041,
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №425 имени академика П.Л.Капицы Кронштадтского района Санкт-Петербурга (среднее и старшее звено школы),ГБОУ школа №425 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Андреевская, дом 7, литера А",Асанова Ирина Николаевна,+7 (812) 311 51 28,+7 (812) 311 51 28,direkt425@yandex.ru,г.Кронштадт,7818010925,1027808867350,среднее и старшее звено школы
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №425 имени академика П.Л.Капицы Кронштадтского района Санкт-Петербурга,ГБОУ школа №425 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Андреевская, дом 1/25, литера А",Асанова Ирина Николаевна,+7 (812) 311 51 28,+7 (812) 311 51 28,direkt425@yandex.ru,г.Кронштадт,7818010925,1027808867350,
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №425 имени академика П.Л.Капицы Кронштадтского района Санкт-Петербурга (начальная школа),ГБОУ школа №425 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, Цитадельское шоссе, дом 2, литера А",Асанова Ирина Николаевна,+7 (812) 311 51 28,+7 (812) 311 51 28,direkt425@yandex.ru,г.Кронштадт,7818010925,1027808867350,начальная школа
Кронштадтский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа №427 Кронштадтского района Санкт-Петербурга,ГБОУ СОШ №427 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Лебедева, дом 5а, литера А",Емельянова Анна Михайловна,+7 (812) 417 57 30,+7 (812) 417 57 32,s427@yandex.ru,г.Кронштадт,7818010932,1027808867118,
Кронштадтский,Государственное бюджетное общеобразовательное учреждение начальная школа-детский сад №662 Кронштадтского района Санкт-Петербурга (детский сад),ГБОУ начальная школа-детский сад №662 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, Манежный переулок, дом 1, литера А",Новицкая Любовь Ивановна,+7 (812) 435 08 96,+7 (812) 435 08 97,kron662@yandex.ru,г.Кронштадт,7818010812,1027808867283,детский сад
Кронштадтский,Государственное бюджетное общеобразовательное учреждение начальная школа-детский сад №662 Кронштадтского района Санкт-Петербурга (начальная школа),ГБОУ начальная школа-детский сад №662 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, Коммунистическая улица, дом 16, литера А",Новицкая Любовь Ивановна,+7 (812) 435 08 96,+7 (812) 435 08 97,kron662@yandex.ru,г.Кронштадт,7818010812,1027808867283,начальная школа
Кронштадтский,Государственное бюджетное общеобразовательное учреждение школа №676 Кронштадтского района Санкт-Петербурга,ГБОУ школа №676 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Андреевская, дом 3, литера А",Васюсина Ольга Викторовна,+7 (812) 311 68 88,+7 (812) 311 68 88,school_676@mail.ru,г.Кронштадт,7818010971,1027808868614,
Кронштадтский,"Государственное бюджетное общеобразовательное учреждение школа №676 Кронштадтского района Санкт-Петербурга (ул. Посадская, д. 23, литера А, пом.1Н)",ГБОУ школа №676 Кронштадтского района Санкт-Петербурга,"Санкт-Петербург, город Кронштадт, улица Посадская,  дом 23, литера А, пом.1Н",Васюсина Ольга Викторовна,+7 (812) 311 68 88,+7 (812) 311 68 88,school_676@mail.ru,г.Кронштадт,7818010971,1027808868614,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 258 с углубленным изучением физики и химии Колпинского района Санкт-Петербурга,ГБОУ школа № 258 Санкт-Петербурга,"196650, Санкт-Петербург, г. Колпино, Павловская ул., д. 80, литера А",Некрасова Светлана Борисовна,4173430,4173432,School258@spb.edu.ru,ВМО Колпино,7817027098,1027808757899 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение лицей № 273 имени Л.Ю.Гладышевой Колпинского района Санкт-Петербурга,ГБОУ лицей № 273 Санкт-Петербурга,"Санкт-Петербург, посёлок Металлострой, Плановая улица, дом 14, литера А",Сарксян Татьяна Геннадьевна,4172664,4172664,Liceum273@spb.edu.ru,ВМО Металлострой,7817027267,1027808757613 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 400 имени Александра Невского Колпинского района Санкт-Петербурга,ГБОУ школа № 400 имени Александра Невского Санкт-Петербурга,"Санкт-Петербург, посёлок Понтонный, Волховстроевская улица, дом 14, литера А",Исполняющий обязанности директора Грендий Алла Ильинична,4622117,462217,School400@spb.edu.ru,ВМО Понтонный,7817034955,1027808757602 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 401 Колпинского района Санкт-Петербурга,ГБОУ школа № 401 Санкт-Петербурга,"Санкт-Петербург, город Колпино, бульвар Трудящихся, дом 10, литера А",Левшин Константин Викторович,4810822,4810822,School401@spb.edu.ru,ВМО Колпино,7817026707,1027808757371 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение гимназия № 402 Колпинского района Санкт-Петербурга,ГБОУ гимназия № 402 Санкт-Петербурга,"196655, Санкт-Петербург, г. Колпино, Тверская ул., д. 18",Довга Галина Вячеславовна,4694259,4694259,Gymn402@spb.edu.ru,ВМО Колпино,7817033567,1027808758603 10.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 404 Колпинского района Санкт-Петербурга,ГБОУ школа № 404 Санкт-Петербурга,"Санкт-Петербург, город Колпино, Раумская улица, дом 9, литера А",Оводова Елена Геннадьевна,5739397,5739397,School404@mail.ru,ВМО Колпино,7817026640,1027808758372 10.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 420 Колпинского района Санкт-Петербурга,ГБОУ школа № 420 Санкт-Петербурга,"Санкт-Петербург, город Колпино, улица Вавилова, дом 9, литера А",Стуканов Игорь Александрович,4694072,4694072,School420@spb.edu.ru,ВМО Колпино,7817026993,1027808757393 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение школа № 432 Колпинского района Санкт-Петербурга,ГБОУ школа № 432 Колпинского района Санкт-Петербурга,"196650, Санкт-Петербург, г. Колпино, Павловская ул., д. 21",Александрова Елена Анатольевна,5739751,5739752,School432_spb@mail.ru,ВМО Колпино,7817033743,1027808757932 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение гимназия № 446 Колпинского района Санкт-Петербурга,ГБОУ гимназия № 446 Санкт-Петербурга,"196657, Санкт-Петербург, г. Колпино, Заводской пр., д. 18, корпус 2, литера А",Лев Игорь Альбертович,5739640,5739640,Gym446@spb.edu.ru,ВМО Колпино,7817033510,1027808757250 05.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 451 Колпинского района Санкт-Петербурга,ГБОУ школа № 451 Санкт-Петербурга,"Санкт-Петербург, посёлок Металлострой, Пушкинская улица, дом 8а, литера А",Ильина Мария Сергеевна,5739713,5739713,School451@spb.edu.ru,ВМО Металлострой,7817026658,1027808757866 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение основная общеобразовательная школа № 452 Колпинского района Санкт-Петербурга,ГБОУ школа № 452 Санкт-Петербурга,"Санкт-Петербург, город Колпино, Загородная улица, дом 41, литера А",Дубина Надежда Ивановна,4172700,4172700,School452@spb.edu.ru,ВМО Колпино,7817027274,1027808757778 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение начальная общеобразовательная школа № 453 Колпинского района Санкт-Петербурга,ГБОУ НОШ № 453 Санкт-Петербурга,"Санкт-Петербург, посёлок Металлострой, Школьная улица, дом 8, литера А",Андреева Светлана Леонидовна,4646575,4646575,School453@gmail.com,ВМО Металлострой,7817041021,1027808757646 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 454 Колпинского района Санкт-Петербурга,ГБОУ школа № 454 Санкт-Петербурга,"196657, Санкт-Петербург, г. Колпино, Заводской пр., д. 50, литера А",Исполняющий обязанности директора Лисниченко Елена Ивановна,4815542,4815542,School454@spb.edu.ru,ВМО Колпино,7817026665,1027808758647 10.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 455 с углублённым изучением английского языка Колпинского района Санкт-Петербурга,ГБОУ школа № 455 Санкт-Петербурга,"Санкт-Петербург, город Колпино, Тверская улица, дом 13, литера А",Зимина Любовь Викторовна,4692774,4692774,School455_spb@mail.ru,ВМО Колпино,7817026680,1027808757877 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 456 Колпинского района Санкт-Петербурга,ГБОУ школа № 456 Санкт-Петербурга,"Санкт-Петербург, город Колпино, Октябрьская улица, дом 71, корпус 2, литера А",Исполняющий обязанности директора Рубинина Светлана Леонидовна,4175462,4175462,School456@spb.edu.ru,ВМО Колпино,7817026697,1027808758196 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 461 Колпинского района Санкт-Петербурга,ГБОУ школа № 461 Санкт-Петербурга,"196657, Санкт-Петербург, г. Колпино, ул. Машиностроителей, д. 7, литера А",Зырянова Татьяна Николаевна,4173033,4173033,School461@spb.edu.ru,ВМО Колпино,7817027002,1027808758669 10.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение основная общеобразовательная школа № 465 Колпинского района Санкт-Петербурга,ГБОУ школа № 465 Санкт-Петербурга,"196642, Санкт-Петербург, п. Петро-Славянка, ул. Коммунаров, д. 2, литер Б",Исполняющий обязанности директора Михайлова Валерия Вячеславовна,4621314,4621314,Shkola465@mail.ru,ВМО Петро-Славянка,7817026619,1027808757239 05.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 467 Колпинского района Санкт-Петербурга,ГБОУ школа № 467 Санкт-Петербурга,"Санкт-Петербург, город Колпино, бульвар Трудящихся, дом 9, литера А",Домничева Ирина Владимировна,4173030,4173030,School467@spb.edu.ru,ВМО Колпино,7817027010,1027808757492 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 476 Колпинского района Санкт-Петербурга,ГБОУ школа № 476 Санкт-Петербурга,"196650, Санкт-Петербург, г. Колпино, ул. Танкистов, д. 26, литера А",Щербинин Игорь Николаевич,4617019,4617019,School476@mail.ru,ВМО Колпино,7817027027,1027808758383 10.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 520 Колпинского района Санкт-Петербурга,ГБОУ школа № 520 Санкт-Петербурга,"Санкт-Петербург, посёлок Понтонный, Южная улица, дом 31, литера А",Зубко Ирина Геннадьевна,4626107,4626107,School520@spb.edu.ru,ВМО Понтоный,7817027041,1027808757833 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 523 Колпинского района Санкт-Петербурга,ГБОУ школа № 523 Санкт-Петербурга,"Санкт-Петербург, город Колпино, проспект Ленина, дом 31, литера А",Авдиенко Валентина Ивановна,4173246,4173246,School523@spb.edu.ru,ВМО Колпино,7817027108,1027808757701 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 588 Колпинского района Санкт-Петербурга,ГБОУ школа № 588 Санкт-Петербурга,"196655, Санкт-Петербург, г. Колпино, Тверская ул., д. 54, корп. 2, литера А",Куприна Марина Александровна,4632430,4632430,School588@spb.edu.ru,ВМО Колпино,7817027281,1027808758262 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 589 Колпинского района Санкт-Петербурга,ГБОУ школа № 589 Санкт-Петербурга,"Санкт-Петербург, город Колпино, Тверская улица, дом 62, литера А",Корольков Сергей Владимирович,4638612,4638612,School589@gmail.com,ВМО Колпино,7817026979,1027808758229 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 621 Колпинского района Санкт-Петербурга,ГБОУ школа № 621 Санкт-Петербурга,"Санкт-Петербург, посёлок Металлострой, Полевая улица, дом 10, литера А",Орлова Елена Алексеевна,5739637,5739637,Sekret621@mail.ru,ВМО Металлострой,7817026961,1027808757844 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение центр образования № 170 Колпинского района Санкт-Петербурга,ГБОУ Ц О № 170,"196653, Санкт-Петербург, г. Колпино, пр. Ленина, д. 5, литера А",Куташова Татьяна Аркадьевна,4173235,4173235,School170@spb.edu.ru,ВМО Колпино,7817027080,1027808758130 06.12.2002,
Колпинский,"Государственное бюджетное учреждение дополнительного образования Центр психолого-педагогической, медицинской и социальной помощи Колпинского района Санкт-Петербурга",ГБУДО ЦППМС Колпинского района СПб,"196653, Санкт-Петербург, г. Колпино, ул. Веры Слуцкой, д. 32, корпус 2",Гюнинен Оксана Владимировна,2412971,2412971,Kolpino_center@mail.ru,ВМО Колпино,7817034200,1027808757910 06.12.2002,
Колпинский,Государственное бюджетное общеобразовательное учреждение школа-интернат № 10 Колпинского района Санкт-Петербурга,ГБОУ школа-интернат № 10 Колпинского района Санкт-Петербурга,"Санкт-Петербург, посёлок Понтонный, Южная улица, дом 29, литера А",Кутузова Екатерина Борисовна,4175250,4175250,Scint10t@list.ru,ВМО Колпино,7817033454,1027808757855 06.12.2002,
Колпинский,Государственное бюджетное учреждение дополнительного образования Центр детского (юношеского) технического творчества Колпинского района Санкт-Петербурга,ГБУ ЦДЮТТ Колпинского района Санкт-Петербурга,"196655, Санкт-Петербург, г. Колпино, Тверская ул., д. 23",Светашова Наталья Александровна,4696897,4827235,Cdtt-kolp@spb.edu.ru,ВМО Колпино,7817324157,1117847435111 13.10.2011,
Колпинский,Государственное бюджетное образовательное учреждение дополнительного образования Дворец творчества детей и молодёжи Колпинского района Санкт-Петербурга,ГБУДОД ДТДиМ Колпинского района СПб,"196653, Санкт-Петербург, г. Колпино, Стахановская ул., д. 14, литер А",Самсонова Надежда Евгеньевна,4173422,4173422,Dtdm@spb.edu.ru,ВМО Колпино,7817033937,1027808758691 10.12.2002,
Колпинский,Государственное бюджетное образовательное учреждение дополнительного педагогического профессионального образования центр повышения квалификации специалистов «Информационно-методический центр» Колпинского района Санкт-Петербурга,ИМЦ Колпинского района Санкт-Петербурга,"196653, Санкт-Петербург, г. Колпино, ул. Братьев Радченко, д. 12, лит. А, пом. Н-2",Андреевская Светлана Ивановна,241-29-34,241-29-34,Metod@spb.edu.ru,ВМО Колпино,7817027524,1027808761804 23.12.2002,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 6 Выборгского района Санкт-Петербурга,ГБОУ школа № 6 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Дрезденская, 13",Наумова Алла Евменьевна,417-51-04,417-51-05,006@shko.la,Светлановское,7802142926,1027801541602,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 60 Выборгского района Санкт-Петербурга,ГБОУ  школа № 60 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр.Художников, д.9, корп.3, лит. А",Ножницкая Ирина Юльевна,510-60-01,510-63-97,060@shko.la,Сосновское,7802144641,1027801583336,
Выборгский,Государственное общеобразовательное учреждение гимназия № 61 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 61 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр. Художников, 29/3",Казеева Татьяна Александровна,513-20-83,513-20-83,061@shko.la,МО № 15,7802123610,1027801583347,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 62 Выборгского района Санкт-Петербурга,ГБОУ школа № 62 Выборгского района Санкт-Петербурга,"Санкт-Петербург, Поэтический бульвар, д.15, к.2,",Нистор Нина Васильевна,559-26-92,559-26-92,062@shko.la,МО № 15,7802142073,1027801583358,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 65 с углубленным изучением французского языка Выборгского района Санкт-Петербурга,ГБОУ школа № 65 с углубленным изучением французского языка Выборгского района Санкт-Петербурга,"Санкт-Петербург, Учебный пер., 8/2, лит. А",Ермолаева Ниталия Яковлевна,417-64-65,417-64-65,065@shko.la,Сосновское,7802147709,1027801583369,
Выборгский,"Государственное бюджетное общеобразовательное учреждение гимназия № 73 ""Ломоносовская гимназия"" Выборгского района Санкт-Петербурга","ГБОУ гимназия № 73 ""Ломоносовская гимназия"" Выборгского района Санкт-Петербурга","Санкт-Петербург, пр.Энгельса, д.115, к.2",и.о.Яцкевич Ирина Геннадьевна,594-05-85,511-70-05,073@shko.la,Сосновское,7802112495,1027801583370,
Выборгский,Государственное бюджетное общеобразовательное учреждение гимназия № 74 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 74 Выборгского района Санкт-Петербурга,"Санкт-Петербург, Болотная ул., д.6",Лакко Алла Генриховна,417-63-89,417-63-90,074@shko.la,Светлановское,7802143567,1027801583380,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 76 Выборгского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 76 Выборгского района Санкт-Петербурга,"Санкт-Петербург, Болотная, д.18, лит. А",Ковалева Мария Игоревна,573-95-75,297-20-03,076@shko.la,Светлановское,7802141224,1027801583391,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 83 с углубленным изучением японского и английского языков Выборгского района Санкт-Петербурга,ГБОУ школа № 83 с углубленным изучением японского и английского языков Выборгского района Санкт-Петербурга,"Санкт-Петербург, Сиреневый бульвар, д.18, к.2, лит.А",Полякова Наталья Альбертовна,242-31-72,242-31-71,083@shko.la,МО № 15,7802143711,1027801583688,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 90 Выборгского района Санкт-Петербурга,ГБОУ школа № 90 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Сикейроса, д.5, к.2, лит.А",Богданова Елена Львовна,417-64-70,417-64-70,090@shko.la,Сосновское,7802141312,1027801583677,
Выборгский,Государственное бюджетное общеобразовательное учреждение гимназия № 92 Выборгского района Санкт-Петербурга,Государственное бюджетное общеобразовательное учреждение гимназия № 92 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр.Тореза, д.94, к.1",Сочилин Сергей Борисович,293-98-34,293-98-34,092@shko.la,Светлановское,7802105160,1027801583655,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 94 с углубленным изучением информатики Выборгского района Санкт-Петербурга,ГБОУ школа № 94 с углубленным изучением информатики Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Симонова, д.8, к.1, литер А",Колегова Оксана Петровна,417-62-84,417-62-84,094@shko.la,Шувалово-Озерки,7802141513,1027801583644,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 97 Выборгского  района Санкт-Петербурга,ГБОУ школа № 97 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, ул.Дрезденская, д.19, лит.А",Храбрая Марина Николаевна,417-33-30,417-33-28,097@shko.la,Светлановское,7802149135,1027801583633,
Выборгский,Государственное бюджетное общеобразовательное учреждение лицей № 101 Выборгского района Санкт-Петербурга,ГБОУ лицей № 101 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Сикейроса, 17/1, литер А",Шевченко Инга Станиславовна,417-53-01,417-53-03,101@shko.la,Сосновское,7802142725,1027801583611,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 102 Выборгского района Санкт-Петербурга,ГБОУ школа № 102 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Поклонногорская, 17/2",Ципляева Ольга Николаевна,293-45-75,293-45-74,102@shko.la,Шувалово-Озерки,7802143977,1027801583600,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 103 с углубленным изучением математики и экономики Выборгского района Санкт-Петербурга,ГБОУ школа № 103 с углубленным изучением математики и экономики Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Руднева, д.23",Родичева Алла Федоровна,559-04-46,559-04-46,103@shko.la,МО № 15,7802123345,1027801583590,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 104 имени Героя Советского Союза М.С. Харченко Выборгского района Санкт-Петербурга,ГБОУ школа № 104 имени Героя Советского Союза М.С. Харченко Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Харченко, д.27",Добренко Ирина Александровна,295-17-87,295-17-87,104@shko.la,Сампсониевское,7802146776,1027801583589,
Выборгский,Государственное бюджетное общеобразовательное учреждение гимназия № 105 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 105 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Орбели, 24, лит.А",Лозин Олег Ионович,552-59-88,552-59-88,105@shko.la,Светлановское,7802143260,1027801583578,
Выборгский,Государственное бюджетное общеобразовательное учреждение гимназия № 107 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 107 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Выборгская ул., д.3, лит.А",Киселев Виктор Валентинович,542-08-23,542-08-23,107@shko.la,Сампсониевское,7802144923,1027801583567,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 110 Выборгского  района Санкт-Петербурга,ГБОУ школа № 110 Выборгского  района Санкт-Петербурга,"г.Санкт-Петербург, Сиреневый бульвар, дом 8, корпус 2, литера А",И.О. Гусева Ирина Григорьевна,417-38-51,417-38-48,110@shko.la,Парнас,7802144289,1027801583534,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 112 Выборгского района Санкт-Петербурга,ГБОУ школа № 112 Выборгского района Санкт-Петербурга,"Санкт-Петербург,  ул.Кустодиева, д.18, к.2",Сыкеева Людмила Петровна,558-15-38,592-47-80,112@shko.la,МО № 15,7802144169,1027801583512,
Выборгский,Государственное бюджетное общеобразовательное учреждение гимназия № 114 Выборгского района Санкт-Петербурга,ГБОУ гимназия № 114 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Есенина, 34/2",Захарченко Ольга Сергеевна,417-27-33,417-27-33,114@shko.la,Парнас,7802120520,1027801583501,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 115 Выборгского  района Санкт-Петербурга,ГБОУ школа № 115 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, Поэтический бульвар, 5/3, лит.А",Яковлева Валентина Федоровна,517-11-30,517-48-60,115@shko.la,Парнас,7802142490,1027801583490,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 117 Выборгского  района Санкт-Петербурга,ГБОУ школа № 117 Выборгского  района Санкт-Петербурга,"Санкт-Петербург, пр.Пархоменко, д.17, литер А",Суворова Эдита Волдемаровна,417-61-20,417-61-20,117@shko.la,Светлановское,7802151462,1027801583479,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 118 Выборгского  района Санкт-Петербурга,ГБОУ школа № 118 Выборгского  района Санкт-Петербурга,"Санкт-Петербург,  ул.Руднева, 5/3, литер А",Фёдоров Виктор Викторович,417-24-17,417-24-17,118@shko.la,МО № 15,7802145885,1027801583468,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 120 Выборгского района Санкт-Петербурга,ГБОУ школа № 120 Выборгского района Санкт-Петербурга,"Санкт-Петербург, пр.Художников, д.24, к.2",Шумилова Наталья Юрьевна,598-13-56,599-25-34,120@shko.la,Парнас,7802143599,1027801583457,
Выборгский,Государственное бюджетное общеобразовательное учреждение средняя общеобразовательная школа № 123 Выборгского района Санкт-Петербурга,ГБОУ школа № 123 Выборгского района Санкт-Петербурга,"Санкт-Петербург, ул.Александра Матросова, д.11, лит.А",Ильичева Ирина Георгиевна,417-36-09,417-36-08,123@shko.la,Сампсониевское,7802143920,1027801583446,
